6	2640	162	69200
6	2592	146	69300
6	2624	146	69400
6	2592	130	69300
6	2608	130	69100
6	2624	130	69200
6	2592	114	69300
6	2608	114	69400
6	2592	98	69100
6	2608	98	69200

6	2752	178	69100
6	2768	178	69200
6	2784	178	69400
6	2768	162	69300
6	2784	162	69400
6	2768	146	69100
6	2784	146	69200

#Cloud
7	112	50	71000
7	128	50	72000
7	144	50	72000
7	160	50	73000
7	112	66	74000
7	128	66	75000
7	144	66	75000
7	160	66	76000

7	336	34	71000
7	352	34	72000
7	368	34	73000
7	336	50	74000
7	352	50	75000
7	368	50	76000

7	638	50	71000
7	654	50	72000
7	670	50	73000
7	638	66	74000
7	654	66	75000
7	670	66	76000	

7	718	82	71000
7	734	82	72000
7	750	82	72000
7	766	82	72000
7	782	82	73000
7	718	98	74000
7	734	98	75000
7	750	98	75000
7	766	98	75000
7	782	98	76000

7	1168	50	71000
7	1184	50	72000
7	1200	50	73000
7	1168	66	74000
7	1184	66	75000
7	1200	66	76000

7	2320	66	71000
7	2336	66	72000
7	2352	66	73000
7	2320	82	74000
7	2336	82	75000
7	2352	82	76000

#ColorBlock

#pink
8	240	178	82007
8	256	178	82008
8	272	178	82009
8	240	162	82004
8	256	162	82005
8	272	162	82006
8	240	146	82001
8	256	146	82002
8	272	146	82003

8	480	178	82008
8	496	178	82008
8	480	162	82005
8	496	162	82005
8	480	146	82005
8	496	146	82005
8	512	146	82006
8	464	130	82004
8	480	130	82005
8	496	130	82005
8	512	130	82006
8	464	114	82001
8	480	114	82002
8	496	114	82002
8	512	114	82003

8	1296	130	82001
8	1312	130	82002
8	1328	130	82002
8	1344	130	82002
8	1360	130	82002
8	1376	130	82002
8	1392	130	82003
8	1296	146	82004
8	1312	146	82005
8	1328	146	82005
8	1344	146	82005
8	1360	146	82005
8	1376	146	82005
8	1392	146	82006
8	1376	162	82005
8	1392	162	82006
8	1376	178	82008
8	1392	178	82009

8	2144	178	82007
8	2160	178	82008
8	2176	178	82009
8	2144	162	82004
8	2160	162	82005
8	2176	162	82006
8	2144	146	82001
8	2160	146	82002
8	2176	146	82003

8	1312	-62	82007
8	1328	-62	82008
8	1344	-62	82008
8	1360	-62	82009
8	1312	-78	82001
8	1328	-78	82002
8	1344	-78	82002
8	1360	-78	82003

#blue
8	288	178	83008
8	304	178	83009
8	288	162	83005
8	304	162	83006
8	288	146	83005
8	304	146	83006
8	272	130	83004
8	288	130	83005
8	304	130	83006
8	272	114	83001
8	288	114	83002
8	304	114	83003

8	1328	114	83004
8	1344	114	83005
8	1360	114	83005
8	1376	114	83005
8	1392	114	83005
8	1408	114	83005
8	1424	114	83006
8	1328	98	83001
8	1344	98	83002
8	1360	98	83002
8	1376	98	83002
8	1392	98	83002
8	1408	98	83002
8	1424	98	83003
8	1408	130	83005
8	1424	130	83006
8	1408	146	83005
8	1424	146	83006
8	1408	162	83005
8	1424	162	83006
8	1408	178	83008
8	1424	178	83009



#green
8	400	178	84007
8	416	178	84008
8	432	178	84008
8	448	178	84008
8	464	178	84009
8	400	162	84004
8	416	162	84005
8	432	162	84005
8	448	162	84005
8	464	162	84006
8	400	146	84001
8	416	146	84002
8	432	146	84002
8	448	146	84002
8	464	146	84003

8	512	178	84007
8	528	178	84008
8	544	178	84008
8	560	178	84008
8	576	178	84008
8	592	178	84009
8	512	162	84001
8	528	162	84002
8	544	162	84002
8	560	162	84002
8	576	162	84002
8	592	162	84003

8	1264	178	84007
8	1280	178	84008
8	1296	178	84008
8	1312	178	84008
8	1328	178	84008
8	1344	178	84008
8	1360	178	84009
8	1264	162	84001
8	1280	162	84002
8	1296	162	84002
8	1312	162	84002
8	1328	162	84002
8	1344	162	84002
8	1360	162	84003

8	2192	178	84008
8	2208	178	84009
8	2192	162	84005
8	2208	162	84006
8	2192	146	84005
8	2208	146	84006
8	2176	130	84004
8	2192	130	84005
8	2208	130	84006
8	2176	114	84004
8	2192	114	84005
8	2208	114	84006
8	2176	98	84004
8	2192	98	84005
8	2208	98	84006
8	2176	82	84004
8	2192	82	84005
8	2208	82	84006
8	2176	66	84004
8	2192	66	84005
8	2208	66	84006
8	2176	50	84001
8	2192	50	84002
8	2208	50	84003

#white
8	528	146	81005
8	544	146	81005
8	560	146	81006
8	528	130	81005
8	544	130	81005
8	560	130	81006
8	528	114	81005
8	544	114	81005
8	560	114	81006
8	512	98	81004
8	528	98	81005
8	544	98	81005
8	560	98	81006
8	512	82	81001
8	528	82	81002
8	544	82	81002
8	560	82	81003

#Pipe
9	352	178	93000
9	368	178	94000
9	352	162	93000
9	368	162	94000
9	352	146	91000
9	368	146	92000

9	1792	178	93000
9	1808	178	94000
9	1792	162	91000
9	1808	162	92000

9	1856	178	93000
9	1872	178	94000
9	1856	162	93000
9	1872	162	94000
9	1856	146	91000
9	1872	146	92000

9	2256	178	93000
9	2272	178	94000
9	2256	162	93000
9	2272	162	94000

9	2256	66	93000
9	2272	66	94000
9	2256	50	93000
9	2272	50	94000
9	2256	34	93000
9	2272	34	94000
9	2256	18	93000
9	2272	18	94000
9	2256	2	93000
9	2272	2	94000
9	2256	-14	93000
9	2272	-14	94000
9	2256	-30	93000
9	2272	-30	94000
9	2256	-46	93000
9	2272	-46	94000
9	2256	-62	93000
9	2272	-62	94000
9	2256	-78	93000
9	2272	-78	94000
9	2256	-94	93000
9	2272	-94	94000
9	2256	-110	91000
9	2272	-110	92000

9	2320	178	93000
9	2336	178	94000
9	2320	162	91000
9	2336	162	92000

#MysteryBlock
10	176	130	101000	1
10	192	130	101000	1
10	224	82	101000	1
10	240	82	101000	2
10	416	98	101000	1
10	654	162	101000	3
10	702	130	101000	1
10	1472	146	101000	3
10	1440	-94	101000	1

#Darkzone
12	2480	178	16	16	21	26	121000	122000	123000

#Piranha Plant
13	360	146	2
13	1864	146	1
13	1800	162	3

#Goomba
2	240	176	1
2	544	176	1
2	848	158	1
2	896	158	1
2	944	158	2

#Brick
#wood bricks
1	1504	114	11000
1	1520	114	11000

1	1568	178	11000
1	1584	178	11000
1	1600	178	11000
1	1584	162	11000
1	1600	162	11000
1	1600	146	11000

1	1664	178	11000
1	1680	178	11000
1	1696	178	11000
1	1664	162	11000
1	1680	162	11000
1	1664	146	11000

1	2256	146	11000
1	2272	146	11000

1	2256	82	11000
1	2272	82	11000

#golden bricks
1	1952	178	12000
1	1968	178	12000
1	1984	178	12000
1	2000	178	12000
1	2016	178	12000
1	2032	178	12000
1	2048	178	12000
1	1968	162	12000
1	1984	162	12000
1	2000	162	12000
1	2016	162	12000
1	2032	162	12000
1	1984	146	12000
1	2000	146	12000
1	2016	146	12000
1	2032	146	12000

1	2096	178	12000
1	2112	178	12000
1	2096	162	12000

#KOOPA
3	592	130	3
3	1312	75	2
3	1360	75	2
3	1408	75	2
3	1472	170	1
3	2096	130	3

#COIN
4	1072	114
4	1104	82
4	1136	50
4	1168	18
4	1200	-14
4	1328	-142
4	1344	-142
4	1360	-142
4	1472	-110
4	1488	-110
4	1536	-94
4	1552	-94
4	1568	-94
4	1584	-94
4	1616	-110
4	1632	-110
4	1648	-110
4	1664	-110
4	1696	-78
4	1728	-110
4	1760	-94
4	1808	-126
4	1840	-94

#4testing
3	150	150	3

